Season_Code,Week_In_Year,Week_Start,Terminal,Airline,Airline_Name,Flight_Category,Aircraft_Family,Weekly_Movements,Peak_Day_Movements,Avg_Load_Factor_Pct,Status,Data_type
W26,11,21-03-27,T1,IB,Iberia,International Short-Haul,A320,36,6,92%,Departure,Forecast
W26,11,21-03-27,T1,VY,Vueling,International Short-Haul,A320,31,5,92%,Departure,Forecast
W26,11,21-03-27,T1,OS,Austrian,International Short-Haul,A320,18,3,92%,Departure,Forecast
W26,11,21-03-27,T1,SK,SAS,International Short-Haul,A320,18,3,92%,Departure,Forecast
W26,11,21-03-27,T1,AY,Finnair,International Short-Haul,A320,14,2,93%,Departure,Forecast
W26,11,21-03-27,T1,TK,Turkish Airlines,International Long-Haul,A320,28,4,95%,Departure,Forecast
W26,11,21-03-27,T1,U2,easyJet,International Short-Haul,A320,80,15,90%,Departure,Forecast
W26,11,21-03-27,T1,W6,Wizz Air,International Short-Haul,A320,66,12,92%,Departure,Forecast
W26,11,21-03-27,T2,AA,American Airlines,Transatlantic CBP,B787,42,8,98%,Departure,Forecast
W26,11,21-03-27,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,96%,Departure,Forecast
W26,11,21-03-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,98%,Departure,Forecast
W26,11,21-03-27,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,99%,Departure,Forecast
W26,11,21-03-27,T2,EK,Emirates,International Long-Haul,B777,17,3,92%,Departure,Forecast
W26,11,21-03-27,T2,EY,Etihad,International Long-Haul,A330,10,2,94%,Departure,Forecast
W26,11,21-03-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
W26,11,21-03-27,T1,FX,FedEx,Cargo,A320,6,1,nan%,Departure,Forecast
W26,12,28-03-27,T1,FR,Ryanair,International Short-Haul,B737,1150,204,90%,Arrival,Forecast
W26,12,28-03-27,T1,FR,Ryanair,International Short-Haul,A320,83,15,87%,Arrival,Forecast
W26,12,28-03-27,T1,FR,Ryanair,Domestic,B737,56,10,77%,Arrival,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,International Short-Haul,A320,361,65,90%,Arrival,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,134,25,94%,Arrival,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,66,12,95%,Arrival,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,International Long-Haul,A330,15,2,90%,Arrival,Forecast
W26,12,28-03-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,139,26,77%,Arrival,Forecast
W26,12,28-03-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,87,16,89%,Arrival,Forecast
W26,12,28-03-27,T2,BA,British Airways,International Short-Haul,A320,85,16,87%,Arrival,Forecast
W26,12,28-03-27,T2,BA,British Airways,International Short-Haul,E-Jet,67,12,87%,Arrival,Forecast
W26,12,28-03-27,T1,LH,Lufthansa,International Short-Haul,A320,52,10,90%,Arrival,Forecast
W26,12,28-03-27,T1,AF,Air France,International Short-Haul,A320,50,9,90%,Arrival,Forecast
W26,12,28-03-27,T1,KL,KLM,International Short-Haul,A320,50,9,89%,Arrival,Forecast
W26,12,28-03-27,T1,IB,Iberia,International Short-Haul,A320,29,5,91%,Arrival,Forecast
W26,12,28-03-27,T1,VY,Vueling,International Short-Haul,A320,27,5,91%,Arrival,Forecast
W26,12,28-03-27,T1,OS,Austrian,International Short-Haul,A320,15,3,91%,Arrival,Forecast
W26,12,28-03-27,T1,SK,SAS,International Short-Haul,A320,15,3,89%,Arrival,Forecast
W26,12,28-03-27,T1,AY,Finnair,International Short-Haul,A320,13,2,91%,Arrival,Forecast
W26,12,28-03-27,T1,TK,Turkish Airlines,International Long-Haul,A320,23,4,93%,Arrival,Forecast
W26,12,28-03-27,T1,U2,easyJet,International Short-Haul,A320,64,12,87%,Arrival,Forecast
W26,12,28-03-27,T1,W6,Wizz Air,International Short-Haul,A320,55,10,87%,Arrival,Forecast
W26,12,28-03-27,T2,AA,American Airlines,Transatlantic CBP,B787,33,6,95%,Arrival,Forecast
W26,12,28-03-27,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,95%,Arrival,Forecast
W26,12,28-03-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,1,95%,Arrival,Forecast
W26,12,28-03-27,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,96%,Arrival,Forecast
W26,12,28-03-27,T2,EK,Emirates,International Long-Haul,B777,15,2,93%,Arrival,Forecast
W26,12,28-03-27,T2,EY,Etihad,International Long-Haul,A330,8,1,91%,Arrival,Forecast
W26,12,28-03-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
W26,12,28-03-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
W26,12,28-03-27,T1,FR,Ryanair,International Short-Haul,B737,1157,192,89%,Departure,Forecast
W26,12,28-03-27,T1,FR,Ryanair,International Short-Haul,A320,76,13,89%,Departure,Forecast
W26,12,28-03-27,T1,FR,Ryanair,Domestic,B737,57,10,79%,Departure,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,International Short-Haul,A320,381,71,91%,Departure,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,132,25,96%,Departure,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,69,12,98%,Departure,Forecast
W26,12,28-03-27,T2,EI,Aer Lingus,International Long-Haul,A330,15,2,94%,Departure,Forecast
W26,12,28-03-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,129,24,78%,Departure,Forecast
W26,12,28-03-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,93,18,92%,Departure,Forecast
W26,12,28-03-27,T2,BA,British Airways,International Short-Haul,A320,85,16,91%,Departure,Forecast
W26,12,28-03-27,T2,BA,British Airways,International Short-Haul,E-Jet,66,11,91%,Departure,Forecast
W26,12,28-03-27,T1,LH,Lufthansa,International Short-Haul,A320,54,11,90%,Departure,Forecast
W26,12,28-03-27,T1,AF,Air France,International Short-Haul,A320,45,8,92%,Departure,Forecast
W26,12,28-03-27,T1,KL,KLM,International Short-Haul,A320,49,9,89%,Departure,Forecast
W26,12,28-03-27,T1,IB,Iberia,International Short-Haul,A320,29,5,92%,Departure,Forecast
W26,12,28-03-27,T1,VY,Vueling,International Short-Haul,A320,28,5,91%,Departure,Forecast
W26,12,28-03-27,T1,OS,Austrian,International Short-Haul,A320,15,3,90%,Departure,Forecast
W26,12,28-03-27,T1,SK,SAS,International Short-Haul,A320,16,3,91%,Departure,Forecast
W26,12,28-03-27,T1,AY,Finnair,International Short-Haul,A320,12,2,90%,Departure,Forecast
W26,12,28-03-27,T1,TK,Turkish Airlines,International Long-Haul,A320,23,4,93%,Departure,Forecast
W26,12,28-03-27,T1,U2,easyJet,International Short-Haul,A320,62,11,92%,Departure,Forecast
W26,12,28-03-27,T1,W6,Wizz Air,International Short-Haul,A320,57,10,90%,Departure,Forecast
W26,12,28-03-27,T2,AA,American Airlines,Transatlantic CBP,B787,33,6,98%,Departure,Forecast
W26,12,28-03-27,T2,UA,United Airlines,Transatlantic CBP,B787,17,3,98%,Departure,Forecast
W26,12,28-03-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,1,97%,Departure,Forecast
W26,12,28-03-27,T2,AC,Air Canada,Transatlantic CBP,B787,9,1,98%,Departure,Forecast
W26,12,28-03-27,T2,EK,Emirates,International Long-Haul,B777,16,3,91%,Departure,Forecast
W26,12,28-03-27,T2,EY,Etihad,International Long-Haul,A330,8,1,92%,Departure,Forecast
W26,12,28-03-27,T1,5X,UPS,Cargo,B767,6,1,nan%,Departure,Forecast
W26,12,28-03-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
W26,13,04-04-27,T1,FR,Ryanair,International Short-Haul,B737,1224,215,90%,Arrival,Forecast
W26,13,04-04-27,T1,FR,Ryanair,International Short-Haul,A320,84,16,92%,Arrival,Forecast
W26,13,04-04-27,T1,FR,Ryanair,Domestic,B737,64,11,76%,Arrival,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,403,69,87%,Arrival,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,140,24,95%,Arrival,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,69,12,94%,Arrival,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,17,3,91%,Arrival,Forecast
W26,13,04-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,144,25,78%,Arrival,Forecast
W26,13,04-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,96,16,89%,Arrival,Forecast
W26,13,04-04-27,T2,BA,British Airways,International Short-Haul,A320,97,18,90%,Arrival,Forecast
W26,13,04-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,68,12,92%,Arrival,Forecast
W26,13,04-04-27,T1,LH,Lufthansa,International Short-Haul,A320,53,10,90%,Arrival,Forecast
W26,13,04-04-27,T1,AF,Air France,International Short-Haul,A320,51,9,89%,Arrival,Forecast
W26,13,04-04-27,T1,KL,KLM,International Short-Haul,A320,49,9,87%,Arrival,Forecast
W26,13,04-04-27,T1,IB,Iberia,International Short-Haul,A320,32,5,87%,Arrival,Forecast
W26,13,04-04-27,T1,VY,Vueling,International Short-Haul,A320,30,5,91%,Arrival,Forecast
W26,13,04-04-27,T1,OS,Austrian,International Short-Haul,A320,17,3,89%,Arrival,Forecast
W26,13,04-04-27,T1,SK,SAS,International Short-Haul,A320,17,3,87%,Arrival,Forecast
W26,13,04-04-27,T1,AY,Finnair,International Short-Haul,A320,13,2,89%,Arrival,Forecast
W26,13,04-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,92%,Arrival,Forecast
W26,13,04-04-27,T1,U2,easyJet,International Short-Haul,A320,65,12,89%,Arrival,Forecast
W26,13,04-04-27,T1,W6,Wizz Air,International Short-Haul,A320,55,11,92%,Arrival,Forecast
W26,13,04-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,38,8,96%,Arrival,Forecast
W26,13,04-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,95%,Arrival,Forecast
W26,13,04-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,1,97%,Arrival,Forecast
W26,13,04-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,9,1,95%,Arrival,Forecast
W26,13,04-04-27,T2,EK,Emirates,International Long-Haul,B777,16,2,93%,Arrival,Forecast
W26,13,04-04-27,T2,EY,Etihad,International Long-Haul,A330,8,1,92%,Arrival,Forecast
W26,13,04-04-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
W26,13,04-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
W26,13,04-04-27,T1,FR,Ryanair,International Short-Haul,B737,1155,195,89%,Departure,Forecast
W26,13,04-04-27,T1,FR,Ryanair,International Short-Haul,A320,79,14,92%,Departure,Forecast
W26,13,04-04-27,T1,FR,Ryanair,Domestic,B737,58,10,78%,Departure,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,406,70,90%,Departure,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,144,25,95%,Departure,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,73,13,97%,Departure,Forecast
W26,13,04-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,92%,Departure,Forecast
W26,13,04-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,139,24,76%,Departure,Forecast
W26,13,04-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,95,18,93%,Departure,Forecast
W26,13,04-04-27,T2,BA,British Airways,International Short-Haul,A320,95,16,89%,Departure,Forecast
W26,13,04-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,69,13,91%,Departure,Forecast
W26,13,04-04-27,T1,LH,Lufthansa,International Short-Haul,A320,55,10,92%,Departure,Forecast
W26,13,04-04-27,T1,AF,Air France,International Short-Haul,A320,48,9,92%,Departure,Forecast
W26,13,04-04-27,T1,KL,KLM,International Short-Haul,A320,49,9,90%,Departure,Forecast
W26,13,04-04-27,T1,IB,Iberia,International Short-Haul,A320,32,5,91%,Departure,Forecast
W26,13,04-04-27,T1,VY,Vueling,International Short-Haul,A320,28,5,89%,Departure,Forecast
W26,13,04-04-27,T1,OS,Austrian,International Short-Haul,A320,16,3,92%,Departure,Forecast
W26,13,04-04-27,T1,SK,SAS,International Short-Haul,A320,16,3,92%,Departure,Forecast
W26,13,04-04-27,T1,AY,Finnair,International Short-Haul,A320,13,2,89%,Departure,Forecast
W26,13,04-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,91%,Departure,Forecast
W26,13,04-04-27,T1,U2,easyJet,International Short-Haul,A320,69,13,92%,Departure,Forecast
W26,13,04-04-27,T1,W6,Wizz Air,International Short-Haul,A320,56,10,90%,Departure,Forecast
W26,13,04-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,38,6,96%,Departure,Forecast
W26,13,04-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,96%,Departure,Forecast
W26,13,04-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,98%,Departure,Forecast
W26,13,04-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,9,1,98%,Departure,Forecast
W26,13,04-04-27,T2,EK,Emirates,International Long-Haul,B777,15,3,93%,Departure,Forecast
W26,13,04-04-27,T2,EY,Etihad,International Long-Haul,A330,9,1,92%,Departure,Forecast
W26,13,04-04-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
W26,13,04-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S27,14,11-04-27,T1,FR,Ryanair,International Short-Haul,B737,1189,226,91%,Arrival,Forecast
S27,14,11-04-27,T1,FR,Ryanair,International Short-Haul,A320,86,16,91%,Arrival,Forecast
S27,14,11-04-27,T1,FR,Ryanair,Domestic,B737,65,12,78%,Arrival,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,409,75,91%,Arrival,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,140,27,97%,Arrival,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,69,13,94%,Arrival,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,16,3,90%,Arrival,Forecast
S27,14,11-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,149,28,77%,Arrival,Forecast
S27,14,11-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,91,15,90%,Arrival,Forecast
S27,14,11-04-27,T2,BA,British Airways,International Short-Haul,A320,99,18,89%,Arrival,Forecast
S27,14,11-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,70,13,91%,Arrival,Forecast
S27,14,11-04-27,T1,LH,Lufthansa,International Short-Haul,A320,53,10,90%,Arrival,Forecast
S27,14,11-04-27,T1,AF,Air France,International Short-Haul,A320,53,10,90%,Arrival,Forecast
S27,14,11-04-27,T1,KL,KLM,International Short-Haul,A320,53,9,92%,Arrival,Forecast
S27,14,11-04-27,T1,IB,Iberia,International Short-Haul,A320,32,5,89%,Arrival,Forecast
S27,14,11-04-27,T1,VY,Vueling,International Short-Haul,A320,30,5,90%,Arrival,Forecast
S27,14,11-04-27,T1,OS,Austrian,International Short-Haul,A320,16,3,87%,Arrival,Forecast
S27,14,11-04-27,T1,SK,SAS,International Short-Haul,A320,17,3,92%,Arrival,Forecast
S27,14,11-04-27,T1,AY,Finnair,International Short-Haul,A320,13,2,91%,Arrival,Forecast
S27,14,11-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,91%,Arrival,Forecast
S27,14,11-04-27,T1,U2,easyJet,International Short-Haul,A320,69,13,91%,Arrival,Forecast
S27,14,11-04-27,T1,W6,Wizz Air,International Short-Haul,A320,58,10,92%,Arrival,Forecast
S27,14,11-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,37,6,94%,Arrival,Forecast
S27,14,11-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,19,3,95%,Arrival,Forecast
S27,14,11-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,9,1,96%,Arrival,Forecast
S27,14,11-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,9,2,94%,Arrival,Forecast
S27,14,11-04-27,T2,EK,Emirates,International Long-Haul,B777,16,3,92%,Arrival,Forecast
S27,14,11-04-27,T2,EY,Etihad,International Long-Haul,A330,9,1,91%,Arrival,Forecast
S27,14,11-04-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Arrival,Forecast
S27,14,11-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
S27,14,11-04-27,T1,FR,Ryanair,International Short-Haul,B737,1169,206,92%,Departure,Forecast
S27,14,11-04-27,T1,FR,Ryanair,International Short-Haul,A320,82,14,91%,Departure,Forecast
S27,14,11-04-27,T1,FR,Ryanair,Domestic,B737,62,11,77%,Departure,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,419,79,90%,Departure,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,148,27,98%,Departure,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,75,14,96%,Departure,Forecast
S27,14,11-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,15,2,94%,Departure,Forecast
S27,14,11-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,145,27,80%,Departure,Forecast
S27,14,11-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,92,17,92%,Departure,Forecast
S27,14,11-04-27,T2,BA,British Airways,International Short-Haul,A320,99,19,92%,Departure,Forecast
S27,14,11-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,67,13,89%,Departure,Forecast
S27,14,11-04-27,T1,LH,Lufthansa,International Short-Haul,A320,56,11,90%,Departure,Forecast
S27,14,11-04-27,T1,AF,Air France,International Short-Haul,A320,52,9,91%,Departure,Forecast
S27,14,11-04-27,T1,KL,KLM,International Short-Haul,A320,50,10,93%,Departure,Forecast
S27,14,11-04-27,T1,IB,Iberia,International Short-Haul,A320,33,5,92%,Departure,Forecast
S27,14,11-04-27,T1,VY,Vueling,International Short-Haul,A320,30,5,89%,Departure,Forecast
S27,14,11-04-27,T1,OS,Austrian,International Short-Haul,A320,16,3,91%,Departure,Forecast
S27,14,11-04-27,T1,SK,SAS,International Short-Haul,A320,17,3,92%,Departure,Forecast
S27,14,11-04-27,T1,AY,Finnair,International Short-Haul,A320,12,2,91%,Departure,Forecast
S27,14,11-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,24,4,92%,Departure,Forecast
S27,14,11-04-27,T1,U2,easyJet,International Short-Haul,A320,70,12,91%,Departure,Forecast
S27,14,11-04-27,T1,W6,Wizz Air,International Short-Haul,A320,56,10,92%,Departure,Forecast
S27,14,11-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,37,6,99%,Departure,Forecast
S27,14,11-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,18,3,98%,Departure,Forecast
S27,14,11-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,10,2,97%,Departure,Forecast
S27,14,11-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,10,2,99%,Departure,Forecast
S27,14,11-04-27,T2,EK,Emirates,International Long-Haul,B777,17,3,92%,Departure,Forecast
S27,14,11-04-27,T2,EY,Etihad,International Long-Haul,A330,8,1,94%,Departure,Forecast
S27,14,11-04-27,T1,5X,UPS,Cargo,B767,8,1,nan%,Departure,Forecast
S27,14,11-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S27,15,18-04-27,T1,FR,Ryanair,International Short-Haul,B737,1351,224,92%,Arrival,Forecast
S27,15,18-04-27,T1,FR,Ryanair,International Short-Haul,A320,95,18,91%,Arrival,Forecast
S27,15,18-04-27,T1,FR,Ryanair,Domestic,B737,76,13,79%,Arrival,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,472,87,92%,Arrival,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,171,31,95%,Arrival,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,79,15,97%,Arrival,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,19,3,91%,Arrival,Forecast
S27,15,18-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,159,29,78%,Arrival,Forecast
S27,15,18-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,106,18,89%,Arrival,Forecast
S27,15,18-04-27,T2,BA,British Airways,International Short-Haul,A320,110,19,92%,Arrival,Forecast
S27,15,18-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,77,14,89%,Arrival,Forecast
S27,15,18-04-27,T1,LH,Lufthansa,International Short-Haul,A320,60,11,91%,Arrival,Forecast
S27,15,18-04-27,T1,AF,Air France,International Short-Haul,A320,58,10,92%,Arrival,Forecast
S27,15,18-04-27,T1,KL,KLM,International Short-Haul,A320,60,11,89%,Arrival,Forecast
S27,15,18-04-27,T1,IB,Iberia,International Short-Haul,A320,37,6,90%,Arrival,Forecast
S27,15,18-04-27,T1,VY,Vueling,International Short-Haul,A320,36,6,91%,Arrival,Forecast
S27,15,18-04-27,T1,OS,Austrian,International Short-Haul,A320,19,3,91%,Arrival,Forecast
S27,15,18-04-27,T1,SK,SAS,International Short-Haul,A320,18,3,91%,Arrival,Forecast
S27,15,18-04-27,T1,AY,Finnair,International Short-Haul,A320,14,2,89%,Arrival,Forecast
S27,15,18-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,27,4,91%,Arrival,Forecast
S27,15,18-04-27,T1,U2,easyJet,International Short-Haul,A320,79,14,92%,Arrival,Forecast
S27,15,18-04-27,T1,W6,Wizz Air,International Short-Haul,A320,65,11,89%,Arrival,Forecast
S27,15,18-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,43,8,95%,Arrival,Forecast
S27,15,18-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,22,3,97%,Arrival,Forecast
S27,15,18-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,98%,Arrival,Forecast
S27,15,18-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,98%,Arrival,Forecast
S27,15,18-04-27,T2,EK,Emirates,International Long-Haul,B777,18,3,93%,Arrival,Forecast
S27,15,18-04-27,T2,EY,Etihad,International Long-Haul,A330,10,2,94%,Arrival,Forecast
S27,15,18-04-27,T1,5X,UPS,Cargo,B767,9,1,nan%,Arrival,Forecast
S27,15,18-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Arrival,Forecast
S27,15,18-04-27,T1,FR,Ryanair,International Short-Haul,B737,1409,248,91%,Departure,Forecast
S27,15,18-04-27,T1,FR,Ryanair,International Short-Haul,A320,102,19,91%,Departure,Forecast
S27,15,18-04-27,T1,FR,Ryanair,Domestic,B737,69,12,77%,Departure,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,463,89,92%,Departure,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,172,30,99%,Departure,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,85,14,97%,Departure,Forecast
S27,15,18-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,18,3,93%,Departure,Forecast
S27,15,18-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,165,31,79%,Departure,Forecast
S27,15,18-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,112,19,93%,Departure,Forecast
S27,15,18-04-27,T2,BA,British Airways,International Short-Haul,A320,110,21,91%,Departure,Forecast
S27,15,18-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,80,14,92%,Departure,Forecast
S27,15,18-04-27,T1,LH,Lufthansa,International Short-Haul,A320,60,10,90%,Departure,Forecast
S27,15,18-04-27,T1,AF,Air France,International Short-Haul,A320,60,11,91%,Departure,Forecast
S27,15,18-04-27,T1,KL,KLM,International Short-Haul,A320,59,11,92%,Departure,Forecast
S27,15,18-04-27,T1,IB,Iberia,International Short-Haul,A320,35,6,93%,Departure,Forecast
S27,15,18-04-27,T1,VY,Vueling,International Short-Haul,A320,36,6,93%,Departure,Forecast
S27,15,18-04-27,T1,OS,Austrian,International Short-Haul,A320,18,3,90%,Departure,Forecast
S27,15,18-04-27,T1,SK,SAS,International Short-Haul,A320,19,3,92%,Departure,Forecast
S27,15,18-04-27,T1,AY,Finnair,International Short-Haul,A320,14,2,93%,Departure,Forecast
S27,15,18-04-27,T1,TK,Turkish Airlines,International Long-Haul,A320,28,5,93%,Departure,Forecast
S27,15,18-04-27,T1,U2,easyJet,International Short-Haul,A320,81,15,91%,Departure,Forecast
S27,15,18-04-27,T1,W6,Wizz Air,International Short-Haul,A320,65,12,93%,Departure,Forecast
S27,15,18-04-27,T2,AA,American Airlines,Transatlantic CBP,B787,42,8,99%,Departure,Forecast
S27,15,18-04-27,T2,UA,United Airlines,Transatlantic CBP,B787,22,4,98%,Departure,Forecast
S27,15,18-04-27,T2,DL,Delta Air Lines,Transatlantic CBP,A330,11,2,97%,Departure,Forecast
S27,15,18-04-27,T2,AC,Air Canada,Transatlantic CBP,B787,11,2,98%,Departure,Forecast
S27,15,18-04-27,T2,EK,Emirates,International Long-Haul,B777,18,3,95%,Departure,Forecast
S27,15,18-04-27,T2,EY,Etihad,International Long-Haul,A330,10,2,94%,Departure,Forecast
S27,15,18-04-27,T1,5X,UPS,Cargo,B767,9,1,nan%,Departure,Forecast
S27,15,18-04-27,T1,FX,FedEx,Cargo,A320,5,1,nan%,Departure,Forecast
S27,16,25-04-27,T1,FR,Ryanair,International Short-Haul,B737,1271,215,92%,Arrival,Forecast
S27,16,25-04-27,T1,FR,Ryanair,International Short-Haul,A320,89,17,90%,Arrival,Forecast
S27,16,25-04-27,T1,FR,Ryanair,Domestic,B737,65,12,78%,Arrival,Forecast
S27,16,25-04-27,T2,EI,Aer Lingus,International Short-Haul,A320,431,78,91%,Arrival,Forecast
S27,16,25-04-27,T2,EI,Aer Lingus,Transatlantic CBP,A330,151,29,98%,Arrival,Forecast
S27,16,25-04-27,T2,EI,Aer Lingus,Transatlantic CBP,B787,79,13,97%,Arrival,Forecast
S27,16,25-04-27,T2,EI,Aer Lingus,International Long-Haul,A330,16,2,91%,Arrival,Forecast
S27,16,25-04-27,T2,RE,Aer Lingus Regional,Domestic,ATR72,153,29,78%,Arrival,Forecast
S27,16,25-04-27,T2,RE,Aer Lingus Regional,International Short-Haul,ATR72,105,18,90%,Arrival,Forecast
S27,16,25-04-27,T2,BA,British Airways,International Short-Haul,A320,100,19,89%,Arrival,Forecast
S27,16,25-04-27,T2,BA,British Airways,International Short-Haul,E-Jet,77,14,90%,Arrival,Forecast
S27,16,25-04-27,T1,LH,Lufthansa,International Short-Haul,A320,60,11,92%,Arrival,Forecast
S27,16,25-04-27,T1,AF,Air France,International Short-Haul,A320,56,10,90%,Arrival,Forecast
S27,16,25-04-27,T1,KL,KLM,International Short-Haul,A320,55,11,89%,Arrival,Forecast
S27,16,25-04-27,T1,IB,Iberia,International Short-Haul,A320,35,6,91%,Arrival,Forecast
S27,16,25-04-27,T1,VY,Vueling,International Short-Haul,A320,30,5,92%,Arrival,Forecast
